budget,method,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,true_risk,estimated_risk,coverage,risk_breach,deploy_utility,deploy_utility_ci95,regret_to_oracle
0.08,uncertainty_query_preference_learner,7,80,0.503776,0.01278,0.500888,0.43971,0.012401,0.336728,0.002248,0.119166,0.007104,0.091474,0.006831,0.103755,0.349837,0.102125,0.469817,0.130083,0.13612,0.181266,0.201378,0.0,0.0,0.097083,0.000365,0.354311
0.08,uncertainty_query_preference_learner,8,80,0.500781,0.012417,0.500357,0.436982,0.013184,0.335992,0.002336,0.120151,0.007328,0.09123,0.006884,0.104312,0.349837,0.101863,0.470388,0.129881,0.136326,0.181682,0.201185,0.0,0.0,0.097157,0.000383,0.350439
0.08,uncertainty_query_preference_learner,9,80,0.497135,0.01141,0.501038,0.434419,0.011449,0.336964,0.002199,0.119252,0.007124,0.091621,0.006895,0.104277,0.349837,0.101538,0.469489,0.129591,0.136023,0.181244,0.200749,0.0,0.0,0.09704,0.000398,0.347889
0.08,constraint_aware_planner,0,80,0.516276,0.011182,0.510815,0.464383,0.010712,0.34342,0.002202,0.104536,0.005836,0.072145,0.004895,0.121951,0.273381,0.098532,0.458428,0.123835,0.14205,0.161275,0.175632,0.0,0.0,0.09866,0.00033,0.313299
0.08,constraint_aware_planner,1,80,0.50612,0.011541,0.510793,0.456272,0.011257,0.344372,0.002456,0.104703,0.005892,0.072461,0.004957,0.12097,0.273381,0.098894,0.458182,0.124599,0.141847,0.161726,0.176647,0.0,0.0,0.098628,0.000334,0.332329
0.08,constraint_aware_planner,2,80,0.51224,0.012363,0.510469,0.461497,0.011589,0.3422,0.00241,0.103717,0.005894,0.07206,0.005192,0.121037,0.273381,0.098334,0.458937,0.123773,0.141041,0.160553,0.176362,0.0,0.0,0.098727,0.000356,0.324213
0.08,constraint_aware_planner,3,80,0.517188,0.013035,0.510299,0.464713,0.012312,0.342561,0.002257,0.105021,0.005496,0.071782,0.004871,0.121401,0.273381,0.099485,0.458097,0.124236,0.142379,0.161524,0.176166,0.0,0.0,0.098617,0.000313,0.320632
0.08,constraint_aware_planner,4,80,0.511979,0.011457,0.510832,0.46066,0.011016,0.343948,0.002266,0.104873,0.006141,0.07247,0.005101,0.121871,0.273381,0.099023,0.458356,0.124937,0.142283,0.162003,0.17686,0.0,0.0,0.098651,0.000343,0.318441
0.08,constraint_aware_planner,5,80,0.513932,0.011519,0.510267,0.462474,0.011592,0.343075,0.002002,0.104375,0.005936,0.071772,0.004972,0.121335,0.273381,0.098605,0.457466,0.125092,0.141498,0.161225,0.175887,0.0,0.0,0.098535,0.000347,0.323301
0.08,constraint_aware_planner,6,80,0.508464,0.014286,0.511509,0.457842,0.012769,0.342913,0.002031,0.104611,0.005987,0.071934,0.005018,0.121455,0.273381,0.099653,0.457652,0.124301,0.141926,0.161309,0.17548,0.0,0.0,0.09856,0.000353,0.323536
0.08,constraint_aware_planner,7,80,0.500651,0.012313,0.5118,0.452164,0.011731,0.343828,0.002325,0.104035,0.006087,0.071817,0.005135,0.121469,0.273381,0.099379,0.458715,0.124821,0.141179,0.16092,0.176481,0.0,0.0,0.098698,0.000347,0.341857
0.08,constraint_aware_planner,8,80,0.517057,0.013237,0.511937,0.464458,0.012497,0.34055,0.00231,0.104568,0.005877,0.072269,0.00484,0.121505,0.273381,0.098372,0.459168,0.125635,0.141771,0.161817,0.176387,0.0,0.0,0.098757,0.000346,0.322963
0.08,constraint_aware_planner,9,80,0.513021,0.011983,0.511493,0.461565,0.011364,0.343071,0.002301,0.104964,0.006125,0.072331,0.005125,0.121336,0.273381,0.098453,0.457561,0.123914,0.141376,0.161528,0.174959,0.0,0.0,0.098548,0.000352,0.320743
0.08,failure_prediction_shield,0,80,0.509245,0.011433,0.506719,0.450385,0.011308,0.328584,0.002449,0.112409,0.006784,0.080392,0.005739,0.116206,0.252824,0.102601,0.438564,0.124691,0.145402,0.171303,0.186798,0.0,0.0,0.0969,0.000376,0.327298
0.08,failure_prediction_shield,1,80,0.518229,0.013621,0.508786,0.457745,0.014007,0.328345,0.002115,0.11314,0.00675,0.079364,0.00576,0.116545,0.252824,0.101604,0.438445,0.124948,0.144372,0.171038,0.187472,0.0,0.0,0.096885,0.000365,0.330856
0.08,failure_prediction_shield,2,80,0.503906,0.012797,0.508079,0.445941,0.013291,0.32791,0.002399,0.113074,0.006751,0.079984,0.005757,0.116399,0.252824,0.102045,0.438665,0.124854,0.145471,0.171517,0.18666,0.0,0.0,0.096913,0.00038,0.339769
0.08,failure_prediction_shield,3,80,0.515234,0.012402,0.507744,0.456007,0.012115,0.330288,0.002133,0.112914,0.006549,0.079587,0.005749,0.115389,0.252824,0.101274,0.439035,0.123465,0.145221,0.170769,0.186707,0.0,0.0,0.096962,0.000335,0.329337
0.08,failure_prediction_shield,4,80,0.522266,0.012066,0.50844,0.460458,0.012172,0.327623,0.002295,0.11359,0.006866,0.08045,0.00554,0.115934,0.252824,0.10154,0.438394,0.124431,0.145062,0.171886,0.18729,0.0,0.0,0.096878,0.000352,0.318643
0.08,failure_prediction_shield,5,80,0.50026,0.013725,0.507689,0.443084,0.013846,0.326038,0.002107,0.113571,0.006574,0.079088,0.005773,0.115887,0.252824,0.101026,0.439344,0.124852,0.145038,0.171226,0.186227,0.0,0.0,0.097002,0.000352,0.342691
0.08,failure_prediction_shield,6,80,0.509375,0.012658,0.507572,0.450752,0.013071,0.331245,0.002078,0.112936,0.006398,0.080554,0.00568,0.116425,0.252824,0.102248,0.437982,0.124053,0.145778,0.171588,0.188359,0.0,0.0,0.096825,0.000324,0.330626
0.08,failure_prediction_shield,7,80,0.515365,0.011679,0.506842,0.455465,0.011611,0.330134,0.002127,0.112774,0.006609,0.081298,0.005704,0.115185,0.252824,0.102153,0.438801,0.124708,0.144867,0.17193,0.187852,0.0,0.0,0.096931,0.000351,0.338556
0.08,failure_prediction_shield,8,80,0.50612,0.01211,0.507552,0.447714,0.012054,0.328465,0.002029,0.114191,0.006604,0.0798,0.005678,0.115829,0.252824,0.102232,0.439121,0.12417,0.144994,0.171785,0.186841,0.0,0.0,0.096973,0.000398,0.339708
0.08,failure_prediction_shield,9,80,0.497917,0.014813,0.50896,0.442007,0.01386,0.329434,0.002064,0.112208,0.006593,0.079263,0.005669,0.116424,0.252824,0.101388,0.439047,0.125136,0.145411,0.17068,0.186627,0.0,0.0,0.096963,0.000366,0.340301
0.08,side_effect_classifier_baseline,0,80,0.533984,0.011907,0.533487,0.501905,0.011471,0.399828,0.002216,0.092188,0.005372,0.074369,0.005095,0.113604,0.263377,0.093778,0.499121,0.105515,0.134671,0.148901,0.161073,0.0,0.0,0.104351,0.000307,0.275777
0.08,side_effect_classifier_baseline,1,80,0.540625,0.011761,0.534747,0.507426,0.011307,0.400146,0.002559,0.091896,0.005231,0.074762,0.005124,0.113186,0.263377,0.093252,0.498911,0.105015,0.134429,0.148768,0.163558,0.0,0.0,0.104323,0.000322,0.281176
0.08,side_effect_classifier_baseline,2,80,0.530078,0.011741,0.532547,0.499307,0.010688,0.401057,0.002205,0.091647,0.005291,0.074147,0.005252,0.113093,0.263377,0.09356,0.499914,0.106376,0.134968,0.148758,0.162456,0.0,0.0,0.104454,0.000341,0.286403
0.08,side_effect_classifier_baseline,3,80,0.536458,0.011312,0.534305,0.504085,0.0106,0.400932,0.002264,0.092657,0.00527,0.074388,0.005203,0.113706,0.263377,0.092941,0.499823,0.105954,0.134737,0.149318,0.162787,0.0,0.0,0.104442,0.000279,0.28126
0.08,side_effect_classifier_baseline,4,80,0.536328,0.012655,0.534309,0.503376,0.012819,0.39897,0.001746,0.093261,0.005276,0.074276,0.005176,0.11333,0.263377,0.093674,0.498065,0.104671,0.133975,0.14911,0.162552,0.0,0.0,0.104213,0.000327,0.275725
0.08,side_effect_classifier_baseline,5,80,0.53112,0.01346,0.534049,0.499654,0.012118,0.400864,0.00218,0.092564,0.00532,0.074486,0.005133,0.113887,0.263377,0.093629,0.498553,0.104654,0.134711,0.148951,0.162791,0.0,0.0,0.104277,0.000319,0.28612
0.08,side_effect_classifier_baseline,6,80,0.540365,0.011556,0.534466,0.508,0.010999,0.401529,0.002384,0.092197,0.005464,0.073358,0.005269,0.112977,0.263377,0.092886,0.500458,0.105639,0.133976,0.148249,0.161975,0.0,0.0,0.104524,0.000344,0.273378
0.08,side_effect_classifier_baseline,7,80,0.524349,0.011311,0.533907,0.494495,0.010415,0.399939,0.002265,0.091728,0.0054,0.074443,0.005077,0.113924,0.263377,0.093199,0.49963,0.104936,0.134745,0.148527,0.161643,0.0,0.0,0.104417,0.000306,0.299526
0.08,side_effect_classifier_baseline,8,80,0.529427,0.0138,0.53271,0.498617,0.012899,0.400077,0.002014,0.091541,0.005201,0.074153,0.00524,0.113381,0.263377,0.092465,0.499199,0.106461,0.135479,0.148815,0.161267,0.0,0.0,0.104361,0.000309,0.288804
0.08,side_effect_classifier_baseline,9,80,0.533594,0.011514,0.533593,0.501977,0.011094,0.401572,0.002318,0.092845,0.00538,0.074147,0.005322,0.113636,0.263377,0.093015,0.499634,0.104898,0.134827,0.149013,0.163113,0.0,0.0,0.104417,0.000348,0.280331
0.08,inverse_reward_design_baseline,0,80,0.510286,0.011425,0.526603,0.475775,0.011072,0.370558,0.002103,0.102692,0.005698,0.080239,0.005754,0.110722,0.240611,0.094694,0.510314,0.117222,0.128325,0.160416,0.177181,0.0,0.0,0.106716,0.000343,0.301908
0.08,inverse_reward_design_baseline,1,80,0.526563,0.011858,0.526968,0.489032,0.01184,0.369388,0.002159,0.100953,0.005722,0.079716,0.005692,0.111428,0.240611,0.095603,0.510762,0.116899,0.129374,0.159212,0.173988,0.0,0.0,0.106775,0.000351,0.29957
0.08,inverse_reward_design_baseline,2,80,0.524479,0.013306,0.52785,0.488222,0.012759,0.373557,0.001976,0.101305,0.006053,0.078845,0.005816,0.111446,0.240611,0.09549,0.510553,0.116608,0.129887,0.15894,0.17507,0.0,0.0,0.106747,0.000371,0.297487
0.08,inverse_reward_design_baseline,3,80,0.529297,0.012296,0.528335,0.492186,0.012023,0.37241,0.002065,0.100633,0.005919,0.079965,0.005629,0.111542,0.240611,0.094006,0.511616,0.116887,0.128808,0.159061,0.175096,0.0,0.0,0.106886,0.000352,0.293158
0.08,inverse_reward_design_baseline,4,80,0.53151,0.012062,0.527946,0.49343,0.011562,0.37412,0.002267,0.101761,0.005967,0.079949,0.005725,0.111326,0.240611,0.095833,0.50951,0.116389,0.129344,0.159664,0.176953,0.0,0.0,0.106612,0.000325,0.285671
0.08,inverse_reward_design_baseline,5,80,0.525,0.010232,0.527145,0.48836,0.01035,0.374403,0.002186,0.102428,0.00601,0.079929,0.0056,0.111639,0.240611,0.093976,0.510041,0.116411,0.129392,0.160055,0.176952,0.0,0.0,0.106681,0.000375,0.297415
0.08,inverse_reward_design_baseline,6,80,0.527995,0.011062,0.528373,0.490433,0.010755,0.372602,0.002412,0.101162,0.005826,0.080663,0.005805,0.11188,0.240611,0.093884,0.508412,0.116938,0.128724,0.159758,0.175358,0.0,0.0,0.106469,0.000312,0.290946
0.08,inverse_reward_design_baseline,7,80,0.525651,0.011265,0.527934,0.488628,0.011273,0.373194,0.002315,0.10267,0.006057,0.079731,0.005697,0.110714,0.240611,0.095172,0.510291,0.116981,0.128522,0.160087,0.17738,0.0,0.0,0.106713,0.000354,0.305393
0.08,inverse_reward_design_baseline,8,80,0.53125,0.012613,0.528469,0.49341,0.011771,0.373423,0.001986,0.101686,0.005778,0.079482,0.005677,0.111874,0.240611,0.094151,0.509443,0.117475,0.128399,0.159492,0.176433,0.0,0.0,0.106603,0.000339,0.294011
0.08,inverse_reward_design_baseline,9,80,0.534766,0.013911,0.528333,0.495873,0.013493,0.372172,0.002306,0.10236,0.005722,0.079297,0.005682,0.110843,0.240611,0.094574,0.50916,0.116925,0.128615,0.159664,0.17486,0.0,0.0,0.106566,0.000339,0.286435
0.08,conservative_safety_filter,0,80,0.53151,0.011802,0.522233,0.500248,0.010603,0.398964,0.002147,0.084736,0.004679,0.056605,0.003402,0.139875,0.26643,0.092393,0.478518,0.108672,0.144223,0.137234,0.146431,0.0,0.0,0.10155,0.000279,0.277435
0.08,conservative_safety_filter,1,80,0.533464,0.009911,0.520592,0.501371,0.009222,0.397799,0.002025,0.08583,0.004623,0.05599,0.003524,0.139843,0.26643,0.091429,0.476874,0.107816,0.144906,0.137407,0.146317,0.0,0.0,0.101336,0.000277,0.287231
0.08,conservative_safety_filter,2,80,0.522526,0.011262,0.521492,0.492874,0.010336,0.399618,0.002213,0.086552,0.004654,0.055852,0.003444,0.139291,0.26643,0.091679,0.47786,0.108966,0.144229,0.137949,0.146096,0.0125,0.0125,0.106855,0.010627,0.292835
0.08,conservative_safety_filter,3,80,0.520312,0.010607,0.522589,0.491198,0.009144,0.400236,0.002324,0.085938,0.004741,0.055789,0.003293,0.139652,0.26643,0.092419,0.477768,0.10848,0.145401,0.137632,0.147095,0.0,0.0,0.101453,0.000293,0.294147
0.08,conservative_safety_filter,4,80,0.51849,0.011456,0.520069,0.489605,0.010185,0.397703,0.002051,0.085433,0.00448,0.055074,0.003403,0.140015,0.26643,0.092486,0.478061,0.109383,0.144586,0.137045,0.146276,0.0,0.0,0.101491,0.000337,0.289496
0.08,conservative_safety_filter,5,80,0.514193,0.013726,0.52027,0.485904,0.012478,0.39885,0.00208,0.086509,0.004579,0.056066,0.003458,0.140777,0.26643,0.091987,0.478854,0.108927,0.144638,0.138107,0.147742,0.0,0.0,0.101594,0.000266,0.29987
0.08,conservative_safety_filter,6,80,0.51849,0.011485,0.520839,0.489062,0.010545,0.398452,0.002276,0.086932,0.004698,0.055736,0.003541,0.140809,0.26643,0.092622,0.477907,0.109033,0.144095,0.138099,0.147517,0.0,0.0,0.101471,0.000281,0.292316
0.08,conservative_safety_filter,7,80,0.520573,0.012111,0.521222,0.491104,0.011247,0.399031,0.002436,0.086097,0.004768,0.056316,0.003464,0.139194,0.26643,0.092463,0.478142,0.109217,0.144509,0.138066,0.148194,0.0,0.0,0.101501,0.000257,0.302917
0.08,conservative_safety_filter,8,80,0.529036,0.012224,0.520737,0.498367,0.011195,0.39981,0.001859,0.085442,0.004571,0.055741,0.003499,0.139917,0.26643,0.092171,0.478846,0.109447,0.144869,0.137493,0.147002,0.0,0.0,0.101593,0.000284,0.289054
0.08,conservative_safety_filter,9,80,0.520703,0.0126,0.520518,0.491255,0.011751,0.398132,0.002266,0.085647,0.004547,0.05573,0.003217,0.140222,0.26643,0.092553,0.478641,0.108681,0.145198,0.137451,0.147015,0.0,0.0,0.101566,0.000259,0.291053
0.08,preference_transformer_no_side_effects,0,80,0.532422,0.013458,0.526497,0.485756,0.01326,0.346441,0.002087,0.109223,0.00651,0.08741,0.006477,0.099348,0.253675,0.097113,0.520779,0.126316,0.123374,0.169875,0.187545,0.0,0.0,0.107554,0.000385,0.291926
0.08,preference_transformer_no_side_effects,1,80,0.525911,0.011741,0.527261,0.481353,0.011356,0.347806,0.002239,0.108242,0.006433,0.086725,0.006597,0.099324,0.253675,0.096949,0.521303,0.125749,0.124105,0.168895,0.18693,0.0,0.0,0.107622,0.000385,0.307249
0.08,preference_transformer_no_side_effects,2,80,0.519141,0.012489,0.527014,0.474815,0.01145,0.344963,0.002238,0.109391,0.006684,0.087629,0.006493,0.098944,0.253675,0.097167,0.521357,0.125098,0.124842,0.170018,0.187359,0.0,0.0,0.107629,0.000376,0.310894
0.08,preference_transformer_no_side_effects,3,80,0.526302,0.010682,0.528899,0.481123,0.010645,0.34735,0.002289,0.109249,0.006512,0.08773,0.006586,0.099313,0.253675,0.096464,0.521464,0.1255,0.124014,0.169956,0.187233,0.0,0.0,0.107643,0.000383,0.304221
0.08,preference_transformer_no_side_effects,4,80,0.529167,0.011877,0.528146,0.483064,0.011601,0.344764,0.002043,0.108628,0.006634,0.087829,0.006364,0.098771,0.253675,0.096196,0.520182,0.125225,0.124065,0.169583,0.18706,0.0,0.0,0.107477,0.000381,0.296037
0.08,preference_transformer_no_side_effects,5,80,0.510677,0.012057,0.526575,0.468174,0.012154,0.347134,0.002169,0.110036,0.006674,0.0878,0.006633,0.098484,0.253675,0.096875,0.520718,0.126627,0.123859,0.170739,0.188208,0.0,0.0,0.107546,0.000379,0.317601
0.08,preference_transformer_no_side_effects,6,80,0.527995,0.013353,0.527744,0.481958,0.013653,0.345217,0.002432,0.108768,0.006461,0.088071,0.006551,0.098698,0.253675,0.097316,0.52061,0.125515,0.124246,0.169914,0.187694,0.0,0.0,0.107532,0.000378,0.29942
0.08,preference_transformer_no_side_effects,7,80,0.533464,0.011962,0.526523,0.486686,0.011835,0.348223,0.002695,0.10966,0.006567,0.087796,0.006569,0.09888,0.253675,0.097107,0.520304,0.125869,0.123656,0.170271,0.188094,0.0,0.0,0.107492,0.00038,0.307335
0.08,preference_transformer_no_side_effects,8,80,0.530078,0.012214,0.527335,0.484431,0.012418,0.346487,0.002197,0.10886,0.006603,0.087237,0.006603,0.097443,0.253675,0.096685,0.521608,0.125058,0.124278,0.169378,0.187839,0.0,0.0,0.107662,0.000395,0.30299
0.08,preference_transformer_no_side_effects,9,80,0.53112,0.011517,0.527334,0.484888,0.011528,0.345836,0.002343,0.109213,0.006607,0.087339,0.006471,0.098275,0.253675,0.096049,0.520955,0.125065,0.124716,0.169721,0.187309,0.0,0.0,0.107577,0.000393,0.29742
0.08,human_query_max_uncertainty,0,80,0.529036,0.011269,0.53175,0.503724,0.011152,0.439046,0.00217,0.092145,0.005473,0.076419,0.005531,0.098165,0.438478,0.088582,0.574618,0.107369,0.106086,0.145398,0.157939,0.0,0.0,0.107161,0.000334,0.273959
0.08,human_query_max_uncertainty,1,80,0.534115,0.010176,0.531356,0.506879,0.009586,0.43777,0.002524,0.092629,0.005505,0.077403,0.005467,0.097374,0.438478,0.089299,0.573815,0.108287,0.106718,0.1466,0.160499,0.0,0.0,0.107057,0.000339,0.281723
0.08,human_query_max_uncertainty,2,80,0.534505,0.01195,0.531143,0.507709,0.011251,0.439747,0.002106,0.093027,0.005429,0.077285,0.005524,0.097468,0.438478,0.088909,0.575208,0.10773,0.106906,0.146643,0.159323,0.0,0.0,0.107238,0.000335,0.278
0.08,human_query_max_uncertainty,3,80,0.535807,0.012219,0.531064,0.508386,0.011825,0.440174,0.002454,0.092928,0.005644,0.078371,0.005451,0.097632,0.438478,0.089062,0.573972,0.108425,0.106274,0.147274,0.16039,0.0,0.0,0.107077,0.000323,0.276959
0.08,human_query_max_uncertainty,4,80,0.529818,0.012175,0.531468,0.50382,0.011385,0.438087,0.002252,0.092209,0.005526,0.07641,0.005365,0.097835,0.438478,0.088999,0.574128,0.108318,0.10774,0.145993,0.157591,0.0,0.0,0.107098,0.000331,0.275281
0.08,human_query_max_uncertainty,5,80,0.53138,0.012147,0.532289,0.504894,0.011793,0.440513,0.002115,0.093734,0.005471,0.076947,0.005442,0.097891,0.438478,0.089317,0.574023,0.108727,0.106838,0.14713,0.158962,0.0,0.0,0.107084,0.000332,0.280881
0.08,human_query_max_uncertainty,6,80,0.524349,0.011891,0.53163,0.499179,0.011132,0.43918,0.001916,0.093399,0.005333,0.076735,0.005418,0.097472,0.438478,0.090024,0.574036,0.10815,0.106833,0.146655,0.157143,0.0,0.0,0.107085,0.000322,0.282199
0.08,human_query_max_uncertainty,7,80,0.524089,0.012022,0.531072,0.499303,0.011669,0.43761,0.002445,0.092198,0.005369,0.07709,0.005517,0.097036,0.438478,0.088094,0.574176,0.107571,0.107281,0.146076,0.158554,0.0,0.0,0.107104,0.000329,0.294719
0.08,human_query_max_uncertainty,8,80,0.530729,0.011813,0.532587,0.504685,0.011867,0.43915,0.002249,0.092395,0.005602,0.077093,0.00553,0.09762,0.438478,0.088442,0.57415,0.108383,0.106945,0.146358,0.158983,0.0,0.0,0.1071,0.000375,0.282736
0.08,human_query_max_uncertainty,9,80,0.529427,0.011695,0.530888,0.503017,0.010921,0.436507,0.002659,0.092707,0.00551,0.077204,0.005547,0.09722,0.438478,0.089015,0.574272,0.107477,0.107624,0.14647,0.1592,0.0125,0.0,0.113032,0.011681,0.279291
0.08,physical_affordance_penalty,0,80,0.540755,0.010158,0.545042,0.517705,0.009835,0.410092,0.00245,0.086232,0.004841,0.062934,0.004238,0.119728,0.241984,0.090278,0.512315,0.106168,0.130786,0.138526,0.148329,0.0,0.0,0.106922,0.00029,0.259978
0.08,physical_affordance_penalty,1,80,0.542578,0.011561,0.544741,0.518905,0.010935,0.407847,0.001836,0.085655,0.004818,0.062232,0.004183,0.121532,0.241984,0.090427,0.513267,0.106848,0.131285,0.138078,0.14965,0.0,0.0,0.107045,0.000257,0.269697
0.08,physical_affordance_penalty,2,80,0.55026,0.012896,0.544419,0.525283,0.011155,0.408818,0.001951,0.084726,0.004762,0.063703,0.004066,0.120581,0.241984,0.090769,0.514279,0.106752,0.131557,0.138386,0.148631,0.0,0.0,0.107177,0.000306,0.260427
0.08,physical_affordance_penalty,3,80,0.553125,0.010851,0.54475,0.527123,0.010224,0.407634,0.002074,0.085843,0.005032,0.063546,0.004149,0.120334,0.241984,0.090521,0.514871,0.107383,0.13159,0.139128,0.14968,0.0,0.0,0.107254,0.000256,0.258222
0.08,physical_affordance_penalty,4,80,0.54362,0.011207,0.544814,0.520001,0.010383,0.408477,0.00217,0.085357,0.004647,0.063074,0.004292,0.12052,0.241984,0.090073,0.51429,0.106806,0.131343,0.138376,0.149994,0.0,0.0,0.107178,0.0003,0.2591
0.08,physical_affordance_penalty,5,80,0.549349,0.010424,0.545717,0.523734,0.009874,0.407281,0.002314,0.086422,0.005021,0.063243,0.003998,0.121001,0.241984,0.090733,0.513023,0.106786,0.130938,0.13901,0.14994,0.0,0.0,0.107014,0.000318,0.26204
0.08,physical_affordance_penalty,6,80,0.549349,0.011868,0.546493,0.524253,0.010673,0.407617,0.002182,0.085299,0.004933,0.062969,0.004078,0.121372,0.241984,0.090581,0.514178,0.106985,0.131612,0.138382,0.148785,0.0,0.0,0.107164,0.000295,0.257125
0.08,physical_affordance_penalty,7,80,0.547656,0.013028,0.546286,0.522626,0.012022,0.406491,0.00229,0.085258,0.004767,0.063807,0.004113,0.121167,0.241984,0.090857,0.514491,0.106601,0.130713,0.138558,0.149782,0.0,0.0,0.107204,0.000277,0.271396
0.08,physical_affordance_penalty,8,80,0.552344,0.012913,0.545689,0.526626,0.011477,0.406049,0.002174,0.085649,0.004565,0.062776,0.004087,0.120018,0.241984,0.090646,0.514188,0.106155,0.130455,0.138037,0.148199,0.0,0.0,0.107165,0.00029,0.260795
0.08,physical_affordance_penalty,9,80,0.545182,0.011757,0.546529,0.520739,0.010714,0.407375,0.002138,0.085808,0.004735,0.06319,0.004142,0.120633,0.241984,0.090747,0.514716,0.107326,0.131689,0.13891,0.149342,0.0,0.0,0.107234,0.000283,0.261569
0.08,risk_calibrated_reward_model,0,80,0.561589,0.014456,0.562796,0.562896,0.012908,0.451759,0.00227,0.073803,0.004338,0.061635,0.003956,0.097946,0.240321,0.082964,0.595122,0.095016,0.108687,0.123489,0.127468,0.0875,0.0,0.161241,0.031338,0.214787
0.08,risk_calibrated_reward_model,1,80,0.558984,0.012418,0.564254,0.56059,0.011184,0.448995,0.002289,0.072873,0.004543,0.061573,0.004037,0.098263,0.240321,0.083533,0.596167,0.094452,0.109462,0.122897,0.127891,0.075,0.0,0.153186,0.027497,0.228011
0.08,risk_calibrated_reward_model,2,80,0.566146,0.012666,0.562224,0.566474,0.011138,0.450572,0.002188,0.073025,0.004334,0.062479,0.003874,0.096725,0.240321,0.083107,0.596033,0.094863,0.109655,0.123642,0.128662,0.0625,0.0,0.149167,0.026867,0.219235
0.08,risk_calibrated_reward_model,3,80,0.565625,0.012037,0.562056,0.566444,0.01069,0.450924,0.002051,0.0728,0.004426,0.06135,0.004054,0.097319,0.240321,0.082761,0.595474,0.094406,0.109735,0.122766,0.127905,0.075,0.0,0.156092,0.029862,0.218901
0.08,risk_calibrated_reward_model,4,80,0.566146,0.012355,0.563967,0.566741,0.01105,0.451391,0.002042,0.073853,0.004397,0.061266,0.003748,0.09714,0.240321,0.083185,0.596487,0.094739,0.10925,0.123336,0.12766,0.05,0.0,0.144557,0.025702,0.21236
0.08,risk_calibrated_reward_model,5,80,0.561198,0.010959,0.562596,0.562938,0.009713,0.451994,0.002091,0.073217,0.00417,0.061241,0.003983,0.097559,0.240321,0.083596,0.595683,0.094467,0.109112,0.122852,0.126473,0.075,0.0,0.155328,0.029298,0.222837
0.08,risk_calibrated_reward_model,6,80,0.564974,0.009915,0.56309,0.566553,0.009286,0.452955,0.00212,0.071597,0.004352,0.061506,0.003866,0.097915,0.240321,0.083066,0.595858,0.094628,0.109707,0.122213,0.126838,0.05,0.0,0.143578,0.024931,0.214825
0.08,risk_calibrated_reward_model,7,80,0.560286,0.010924,0.563093,0.562923,0.009871,0.451313,0.002164,0.071961,0.004255,0.060902,0.004043,0.097746,0.240321,0.082304,0.596716,0.093575,0.10918,0.121696,0.126172,0.075,0.0,0.155983,0.029645,0.231098
0.08,risk_calibrated_reward_model,8,80,0.570182,0.011649,0.563489,0.569797,0.010671,0.451481,0.001945,0.073472,0.004223,0.061468,0.003879,0.097747,0.240321,0.0836,0.595827,0.0951,0.109456,0.123366,0.127859,0.0625,0.0,0.149716,0.027413,0.217624
0.08,risk_calibrated_reward_model,9,80,0.56224,0.012029,0.562423,0.563047,0.010932,0.449717,0.002164,0.073446,0.004229,0.061451,0.004033,0.097464,0.240321,0.083544,0.596059,0.096391,0.109769,0.123759,0.127348,0.075,0.0,0.156025,0.02976,0.219261
0.08,proposed_side_effect_preference_model_v4,0,80,0.594922,0.010189,0.595003,0.617025,0.008621,0.521798,0.002689,0.051241,0.002955,0.053195,0.003121,0.098627,0.223665,0.077372,0.615327,0.077065,0.117893,0.102308,0.106919,0.125,0.0,0.186105,0.038223,0.160657
0.08,proposed_side_effect_preference_model_v4,1,80,0.598177,0.010136,0.595081,0.619182,0.008975,0.519311,0.00218,0.051928,0.003087,0.052888,0.003273,0.098356,0.223665,0.077426,0.616773,0.077544,0.117957,0.10268,0.106681,0.1125,0.0,0.17994,0.036538,0.169419
0.08,proposed_side_effect_preference_model_v4,2,80,0.589844,0.011372,0.595124,0.613045,0.009739,0.520003,0.002394,0.051759,0.003153,0.052001,0.003148,0.097621,0.223665,0.07709,0.616131,0.077147,0.117651,0.101919,0.104894,0.125,0.0,0.185598,0.037847,0.172664
0.08,proposed_side_effect_preference_model_v4,3,80,0.58724,0.011203,0.596031,0.610602,0.010047,0.518124,0.002267,0.050801,0.003184,0.053169,0.003338,0.099147,0.223665,0.077174,0.617175,0.077512,0.116856,0.101977,0.104856,0.125,0.0,0.188839,0.039773,0.174743
0.08,proposed_side_effect_preference_model_v4,4,80,0.591927,0.011576,0.59523,0.614198,0.010149,0.519301,0.002075,0.051678,0.003033,0.052465,0.003171,0.098707,0.223665,0.077175,0.615588,0.07819,0.117661,0.102426,0.106605,0.1125,0.0,0.179022,0.036057,0.164903
0.08,proposed_side_effect_preference_model_v4,5,80,0.595313,0.012592,0.595622,0.617206,0.011033,0.521413,0.002234,0.051917,0.003251,0.053585,0.003234,0.098061,0.223665,0.076997,0.616533,0.077371,0.117666,0.102963,0.107576,0.125,0.0,0.186366,0.03828,0.168569
